x,AR,M,P,T,rho,V
267.7209143437102,1.11138723532799,1.3620376586914062,1466737.0315466225,2786.45709166336,1.3566511010040814,1634.590467990121
267.76959025827455,1.1139661913519017,1.3663101196289062,1458130.9204252174,2784.196250552033,1.3497860942072937,1639.7178768240349
267.81808336283916,1.1165746573472244,1.3704757690429688,1449769.549556857,2781.98865888304,1.3431109597409239,1644.7171004371007
267.8663917938276,1.1192126258848345,1.3747482299804688,1441224.2344839175,2779.721131814544,1.3362834880044505,1649.8445092710147
267.9145136947602,1.121880088984352,1.3789138793945312,1432922.3386788026,2777.507069828267,1.3296451523546204,1654.8437328840807
267.9624472163259,1.1245770381000975,1.3831863403320312,1424438.2222663374,2775.23295620943,1.3228556267321965,1659.9711417179944
268.0101905164528,1.1273034641069701,1.3873519897460938,1416196.183575741,2773.0125207065753,1.3162544837428176,1664.9703653310605
268.0577417603791,1.130059357286274,1.3915176391601562,1407983.8290732398,2770.788974398096,1.3096718426647598,1669.9695889441264
268.10509912072376,1.1328447073114778,1.3957901000976562,1399591.8266414127,2768.5052072278368,1.3029397308232404,1675.0969977780403
268.15226077755665,1.135659503233919,1.3999557495117188,1391439.8612444361,2766.2754315277543,1.2963948450398173,1680.0962213911064
268.1992249184685,1.1385037334684536,1.4042282104492188,1383109.9685087595,2763.9853245890185,1.2897016427583288,1685.22363022502
268.24598973864033,1.1413773857790561,1.4083938598632812,1375018.7228608553,2761.749415666676,1.2831948719468578,1690.2228538380862
268.29255344091325,1.1442804472643653,1.4125595092773438,1366957.5684998943,2759.5105143265637,1.276707045855227,1695.222077451152
268.29255344091325,1.1442804472643653,1.4125595092773438,1366957.5684998943,2759.5105143265637,1.276707045855227,1695.222077451152
274.4774507934239,1.5625769687520996,1.7978286743164062,754981.6951843137,2542.557980299649,0.7653037320590247,2157.5861690493325
280.7006600613269,2.0421192872884895,2.0457382202148438,492928.6822248208,2397.3564543631815,0.5299315192323312,2455.1040666371828
286.9621812446224,2.58148574169835,2.2371444702148438,348149.24598851055,2285.0855110589337,0.39267321365518343,2684.8119823965226
293.2620143433103,3.179265184404532,2.3952255249023438,258658.8049219043,2193.3305373185976,0.3039425171423956,2874.5261092513347
299.60015935739057,3.834056981427914,2.5304489135742188,199425.71665847368,2116.0470118934422,0.24289810336533824,3036.8085988447074
305.97661628686325,4.544471012387412,2.6490097045898438,158169.28956508142,2049.468805826126,0.1989065688624153,3179.0941939858167
312.3913851317283,5.309127670499977,2.7546463012695312,128337.79165287068,1991.2309925526692,0.16611207112437862,3305.8693774043363
318.84446589198586,6.1266578625805845,2.8500289916992188,106085.94292871702,1939.6135033109167,0.1409648768765207,3420.3387796214624
325.3358585676358,6.995703009042248,2.9369735717773438,89075.87473665486,1893.418187432862,0.1212500219273912,3524.681549391609
331.8655631586781,7.914915043896019,3.0168685913085938,75796.61502286483,1851.7235945125042,0.10549744095355845,3620.564094585798
338.43357966511286,8.88295641475097,3.0907821655273438,65241.853519921744,1813.8175756572898,0.09270453063570842,3709.268267412507
345.03990808694004,9.898500082814214,3.1594619750976562,56731.75767624535,1779.1853132549597,0.08218136087921296,3791.691364417672
351.68454842415963,10.960229522890906,3.2237625122070312,49757.87366573495,1747.2861027127358,0.07339493070903509,3868.8588673680756
358.36750067677156,12.06683872338422,3.2840042114257812,43994.42089483442,1717.8674438071503,0.06600490807797998,3941.1553319262607
365.088764844776,13.217032186295357,3.3408279418945312,39165.18348893131,1690.5362397811423,0.059709571545280345,4009.3498694173145
371.8483409281728,14.409524927223572,3.3944473266601562,35091.78171758396,1665.121388680166,0.05431600182447586,4073.698850282933
378.646228926962,15.64304247536614,3.4452896118164062,31619.30714187827,1641.3609493989427,0.04964968837223676,4134.7150154065075
385.48242884114364,16.916320873518362,3.4935684204101562,28639.456716355977,1619.104113300653,0.04558881184214924,4192.654735229734
392.3569406707177,18.22810667807361,3.5396041870117188,26059.594860479297,1598.1590613538735,0.04202579449300135,4247.902565415156
399.2697644156841,19.577156959023213,3.5833969116210938,23821.468374149586,1578.4862784839152,0.03889519844654317,4300.4585059627725
406.220900076043,20.96223929995661,3.6253738403320312,21857.090895187706,1559.8594819235566,0.036113963562464345,4350.835297755976
413.2103476517943,22.38213179806125,3.6654281616210938,20134.373134035435,1542.295708846509,0.033646410325415974,4398.904755573918
420.23810714293796,23.835623064122597,3.7038803100585938,18609.00669699145,1525.6269464526365,0.0314371462682878,4445.051435079143
427.30417854947405,25.321512222524145,3.7408370971679688,17252.59219704646,1509.7836516564853,0.029451533508151814,4489.403521492498
434.4085618714026,26.838608911247455,3.7762985229492188,16044.738288641125,1494.74426237419,0.027665212913419147,4531.961014813983
441.5512571087235,28.385733281872103,3.8104782104492188,14961.276389547034,1480.3989155229244,0.026047027115720513,4572.980285485293
448.73226426143685,29.961715999575667,3.8433761596679688,13988.221308685559,1466.7305019474957,0.024579918892457406,4612.46133350643
